District,candidate,Party,expenditure_amount,expenditure_date,recipient,city,state,zip,expenditure_type,explanation
Senate District 32,"Rodriguez, Robert",Democratic,1000,6/5/21 0:00,Naleo Educational Fund,Los Angeles,CA,90015,Miscellaneous,Lifetime Membership
Senate District 32,"Rodriguez, Robert",Democratic,2,6/30/21 0:00,Firstbank,Denver,CO,80210,Bank Fees,Svc Fee
Senate District 32,"Rodriguez, Robert",Democratic,22.5,7/2/21 0:00,Sage Payment Solutions,Reston,VA,20190,Bank Fees,Donation Processing Fees
Senate District 32,"Rodriguez, Robert",Democratic,225,7/8/21 0:00,Mile High Veterans,Denver,CO,80204,Contributions,Golf Tournament
Senate District 32,"Rodriguez, Robert",Democratic,2,7/31/21 0:00,Firstbank,Denver,CO,80210,Bank Fees,Svc Fee
Senate District 32,"Rodriguez, Robert",Democratic,22.5,8/2/21 0:00,Sage Payment Solutions,Reston,VA,20190,Bank Fees,Donation Processing Fees
Senate District 32,"Rodriguez, Robert",Democratic,2,8/31/21 0:00,Firstbank,Denver,CO,80210,Bank Fees,Svc Fee
Senate District 32,"Rodriguez, Robert",Democratic,36.94,9/2/21 0:00,Sage Payment Solutions,Reston,VA,20190,Bank Fees,Donation Processing Fees
Senate District 32,"Rodriguez, Robert",Democratic,2,9/30/21 0:00,Firstbank,Denver,CO,80210,Bank Fees,Svc Fee
Senate District 32,"Rodriguez, Robert",Democratic,3.95,9/30/21 0:00,,,,,Other,Expenses < $20 Per Vendor
Senate District 32,"Rodriguez, Robert",Democratic,97.25,10/2/20 0:00,Firstbank,Denver,CO,80210,Bank Fees,Annual Fee
Senate District 32,"Rodriguez, Robert",Democratic,2,10/30/20 0:00,Firstbank,Denver,CO,80210,Bank Fees,Svc Chg
Senate District 32,"Rodriguez, Robert",Democratic,4.5,11/30/20 0:00,Firstbank,Denver,CO,80210,Bank Fees,Fees
Senate District 32,"Rodriguez, Robert",Democratic,4.5,12/31/20 0:00,Firstbank,Denver,CO,80210,Bank Fees,Svc Chg
Senate District 32,"Rodriguez, Robert",Democratic,48.46,1/3/22 0:00,Paragon Payment Solutions,Tempe,AZ,85282,Bank Fees,Donation Processing Fees
Senate District 32,"Rodriguez, Robert",Democratic,15.8,1/10/22 0:00,Actblue,Somerville,MA,2144,Bank Fees,Donation Processing Fees
Senate District 32,"Rodriguez, Robert",Democratic,350,1/24/22 0:00,Mile High Financial,Denver,CO,80209,Consultant & Professional Services,Accounting & Finance Support
Senate District 32,"Rodriguez, Robert",Democratic,60,1/31/22 0:00,Denver Manager Of Finance,Denver,CO,80202,Office Equipment & Supplies,District Maps
Senate District 32,"Rodriguez, Robert",Democratic,2,1/31/22 0:00,Firstbank,Denver,CO,80210,Bank Fees,Svc Fee
Senate District 32,"Rodriguez, Robert",Democratic,30.84,2/2/22 0:00,Paragon Payment Solutions,Tempe,AZ,85282,Bank Fees,Donation Processing Fees
Senate District 32,"Rodriguez, Robert",Democratic,2,2/28/22 0:00,Firstbank,Denver,CO,80210,Bank Fees,Svc Fee
Senate District 32,"Rodriguez, Robert",Democratic,22.8,3/2/22 0:00,Paragon Payment Solutions,Tempe,AZ,85282,Bank Fees,Donation Processing Fees
Senate District 32,"Rodriguez, Robert",Democratic,100,3/15/22 0:00,Denver Democratic Central Committee,Denver,CO,80209,Advertising,Table At Assembly
Senate District 32,"Rodriguez, Robert",Democratic,2,3/31/22 0:00,Firstbank,Denver,CO,80210,Bank Fees,Svc Fee
Senate District 32,"Rodriguez, Robert",Democratic,22.5,4/4/22 0:00,Paragon Payment Solutions,Tempe,AZ,85282,Bank Fees,Donation Processing Fees
Senate District 32,"Rodriguez, Robert",Democratic,117.25,10/4/21 0:00,Sage Payment Solutions,Reston,VA,20190,Bank Fees,Donation Processing Fees
Senate District 32,"Rodriguez, Robert",Democratic,2,10/29/21 0:00,Firstbank,Denver,CO,80210,Bank Fees,Svc Fee
Senate District 32,"Rodriguez, Robert",Democratic,15.8,10/31/21 0:00,Actblue,Somerville,MA,2144,Bank Fees,Donation Processing Fees
Senate District 32,"Rodriguez, Robert",Democratic,22.5,11/1/21 0:00,Sage Payment Solutions,Reston,VA,20190,Bank Fees,Donation Processing Fees
Senate District 32,"Rodriguez, Robert",Democratic,3.95,11/1/21 0:00,Actblue,Somerville,MA,2144,Bank Fees,Donation Processing Fees
Senate District 32,"Rodriguez, Robert",Democratic,15.8,11/1/21 0:00,Actblue,Somerville,MA,2144,Bank Fees,Donation Processing Fees
Senate District 32,"Rodriguez, Robert",Democratic,2,11/30/21 0:00,Firstbank,Denver,CO,80210,Bank Fees,Svc Fee
Senate District 32,"Rodriguez, Robert",Democratic,22.5,12/2/21 0:00,Sage Payment Solutions,Reston,VA,20190,Bank Fees,Donation Processing Fees
Senate District 32,"Rodriguez, Robert",Democratic,2,12/31/21 0:00,Firstbank,Denver,CO,80210,Bank Fees,Svc Fee
Senate District 32,"Rodriguez, Robert",Democratic,250,1/2/19 0:00,Ngp Van,Somerville,MA,2144,Office Equipment & Supplies,Database Expense
Senate District 32,"Rodriguez, Robert",Democratic,5.49,1/2/19 0:00,Sage Payment Solutions,Reston,VA,20190,Bank Fees,Donation Processing Fees
Senate District 32,"Rodriguez, Robert",Democratic,2,1/31/19 0:00,Firstbank,Denver,CO,80210,Bank Fees,Svc Fee
Senate District 32,"Rodriguez, Robert",Democratic,250,2/2/19 0:00,Ngp Van,Somerville,MA,2144,Office Equipment & Supplies,Database Expense
Senate District 32,"Rodriguez, Robert",Democratic,3.58,2/2/19 0:00,Sage Payment Solutions,Reston,VA,20190,Bank Fees,Donation Processing Fees
Senate District 32,"Rodriguez, Robert",Democratic,2,2/28/19 0:00,Firstbank,Denver,CO,80210,Bank Fees,Svc Fee
Senate District 32,"Rodriguez, Robert",Democratic,250,3/2/19 0:00,Ngp Van,Somerville,MA,2144,Office Equipment & Supplies,Database Expense
Senate District 32,"Rodriguez, Robert",Democratic,7.4,3/2/19 0:00,Sage Payment Solutions,Reston,VA,20190,Bank Fees,Donation Processing Fees
Senate District 32,"Rodriguez, Robert",Democratic,2,3/31/19 0:00,Firstbank,Denver,CO,80210,Bank Fees,Svc Fee
Senate District 32,"Rodriguez, Robert",Democratic,250,4/2/19 0:00,Ngp Van,Somerville,MA,2144,Office Equipment & Supplies,Database Fee
Senate District 32,"Rodriguez, Robert",Democratic,18.18,6/30/19 0:00,,,,,Miscellaneous,Expenditures Under $20 / Vendor For Report Period.
Senate District 32,"Rodriguez, Robert",Democratic,16.88,9/30/19 0:00,,,,,Miscellaneous,Expenditures Under $20 / Vendor / Report Period
Senate District 32,"Rodriguez, Robert",Democratic,250,9/30/19 0:00,Ngp Van,Somerville,MA,2144,Office Equipment & Supplies,Database Expense
Senate District 32,"Rodriguez, Robert",Democratic,250,9/30/19 0:00,Ngp Van,Somerville,MA,2144,Office Equipment & Supplies,Database Expense
Senate District 32,"Rodriguez, Robert",Democratic,250,12/2/18 0:00,Ngp Van,Somerville,MA,2144,Office Equipment & Supplies,Database Expense
Senate District 32,"Rodriguez, Robert",Democratic,10.04,12/2/18 0:00,Sage Payment Solutions,Reston,VA,20190,Bank Fees,Donation Processing Fees
Senate District 32,"Rodriguez, Robert",Democratic,800,12/13/18 0:00,Senate Democratic Caucus,Denver,CO,,Miscellaneous,Caucus Expenses
Senate District 32,"Rodriguez, Robert",Democratic,500,12/18/18 0:00,Cllaro,Denver,CO,,Contributions,Donation
Senate District 32,"Rodriguez, Robert",Democratic,2,12/31/18 0:00,Firstbank,Denver,CO,80210,Bank Fees,Svc Fee
Senate District 32,"Rodriguez, Robert",Democratic,16.44,3/31/20 0:00,,,,,Other,
Senate District 32,"Rodriguez, Robert",Democratic,15.46,6/30/20 0:00,,,,,Other,Expenditures < $20 Pere Vendor Per Report Pd
Senate District 32,"Rodriguez, Robert",Democratic,3350,8/11/20 0:00,Colorado Democratic Party,Denver,CO,80203,Miscellaneous,Caucus Dues
Senate District 32,"Rodriguez, Robert",Democratic,17.45,9/30/20 0:00,,,,,Other,Expenditures < $20 Per Vendor Per Report Pd
Senate District 32,"Rodriguez, Robert",Democratic,98.23,10/31/19 0:00,Sage Payment Solutions,Reston,VA,20190,Bank Fees,Donation Processing Fees
Senate District 32,"Rodriguez, Robert",Democratic,3.48,11/4/19 0:00,Sage Payment Solutions,Reston,VA,20190,Bank Fees,Donation Processing Fees
Senate District 32,"Rodriguez, Robert",Democratic,3.48,11/29/19 0:00,Sage Payment Solutions,Reston,VA,20190,Bank Fees,Donation Processing Fees
Senate District 32,"Rodriguez, Robert",Democratic,6,12/31/19 0:00,,,,,Miscellaneous,
Senate District 32,"Flanders, Dean",Republican,,,,,,,,
Senate District 34,"Gonzales, Julia",Democratic,6.26,1/4/21 0:00,"Google, Llc",Mountain View,CA,94043,Office Equipment & Supplies,
Senate District 34,"Gonzales, Julia",Democratic,32.48,1/14/21 0:00,"Mailchimp C/O The Rocket Science Group, Llc",Atlanta,GA,30308,Office Equipment & Supplies,
Senate District 34,"Gonzales, Julia",Democratic,0.2,1/27/21 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,
Senate District 34,"Gonzales, Julia",Democratic,2,1/29/21 0:00,Firstbank,Denver,CO,80203,Bank Fees,Bank Fees
Senate District 34,"Gonzales, Julia",Democratic,6.29,2/3/21 0:00,"Google, Llc",Mountain View,CA,94043,Office Equipment & Supplies,
Senate District 34,"Gonzales, Julia",Democratic,32.48,2/16/21 0:00,"Mailchimp C/O The Rocket Science Group, Llc",Atlanta,GA,30308,Office Equipment & Supplies,
Senate District 34,"Gonzales, Julia",Democratic,2,2/26/21 0:00,Firstbank,Denver,CO,80203,Bank Fees,Bank Fees
Senate District 34,"Gonzales, Julia",Democratic,0.2,2/27/21 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,
Senate District 34,"Gonzales, Julia",Democratic,6.29,3/3/21 0:00,"Google, Llc",Mountain View,CA,94043,Office Equipment & Supplies,
Senate District 34,"Gonzales, Julia",Democratic,32.48,3/15/21 0:00,"Mailchimp C/O The Rocket Science Group, Llc",Atlanta,GA,30308,Office Equipment & Supplies,
Senate District 34,"Gonzales, Julia",Democratic,0.2,3/27/21 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,
Senate District 34,"Gonzales, Julia",Democratic,2,3/31/21 0:00,Firstbank,Denver,CO,80203,Bank Fees,Bank Fees
Senate District 34,"Gonzales, Julia",Democratic,6.29,4/2/21 0:00,"Google, Llc",Mountain View,CA,94043,Office Equipment & Supplies,
Senate District 34,"Gonzales, Julia",Democratic,700,4/5/21 0:00,Senate Democratic Caucus Fund,Denver,CO,80203,Other,Caucus Dues
Senate District 34,"Gonzales, Julia",Democratic,250,4/14/21 0:00,Lisette  Zamora,Denver,CO,80203,Consultant & Professional Services,Photography
Senate District 34,"Gonzales, Julia",Democratic,32.48,4/15/21 0:00,"Mailchimp C/O The Rocket Science Group, Llc",Atlanta,GA,30308,Office Equipment & Supplies,
Senate District 34,"Gonzales, Julia",Democratic,181.88,4/15/21 0:00,Donn  Bruns,Arvada,CO,80005,Consultant & Professional Services,Photography
Senate District 34,"Gonzales, Julia",Democratic,150,4/21/21 0:00,Don  Coram,Denver,CO,80203,"Food, Beverages and Meals",Excellent Colorado Coffee For Senate Chamber
Senate District 34,"Gonzales, Julia",Democratic,2,4/30/21 0:00,Firstbank,Denver,CO,80203,Bank Fees,Bank Fees
Senate District 34,"Gonzales, Julia",Democratic,6.29,5/3/21 0:00,"Google, Llc",Mountain View,CA,94043,Office Equipment & Supplies,
Senate District 34,"Gonzales, Julia",Democratic,32.48,5/17/21 0:00,"Mailchimp C/O The Rocket Science Group, Llc",Atlanta,GA,30308,Office Equipment & Supplies,
Senate District 34,"Gonzales, Julia",Democratic,2,5/28/21 0:00,Firstbank,Denver,CO,80203,Bank Fees,
Senate District 34,"Gonzales, Julia",Democratic,0.2,5/30/21 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,Actblue Fees
Senate District 34,"Gonzales, Julia",Democratic,6.29,6/3/21 0:00,"Google, Llc",Mountain View,CA,94043,Office Equipment & Supplies,
Senate District 34,"Gonzales, Julia",Democratic,32.48,6/15/21 0:00,"Mailchimp C/O The Rocket Science Group, Llc",Atlanta,GA,30308,Office Equipment & Supplies,
Senate District 34,"Gonzales, Julia",Democratic,8.97,6/20/21 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,Actblue Fees
Senate District 34,"Gonzales, Julia",Democratic,0.2,6/27/21 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,Actblue Fees
Senate District 34,"Gonzales, Julia",Democratic,1.35,6/30/21 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,Actblue Fees
Senate District 34,"Gonzales, Julia",Democratic,2,6/30/21 0:00,Firstbank,Denver,CO,80203,Bank Fees,
Senate District 34,"Gonzales, Julia",Democratic,6.29,7/2/21 0:00,"Google, Llc",Mountain View,CA,94043,Office Equipment & Supplies,Email Service
Senate District 34,"Gonzales, Julia",Democratic,32.48,7/13/21 0:00,"Mailchimp C/O The Rocket Science Group, Llc",Atlanta,GA,30308,Office Equipment & Supplies,
Senate District 34,"Gonzales, Julia",Democratic,3.95,7/18/21 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,
Senate District 34,"Gonzales, Julia",Democratic,5.93,7/25/21 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,
Senate District 34,"Gonzales, Julia",Democratic,18,7/28/21 0:00,El Sitio Del Sabor,Denver,CO,80204,"Food, Beverages and Meals",Food For Downhill Event
Senate District 34,"Gonzales, Julia",Democratic,2,7/30/21 0:00,Firstbank,Denver,CO,80203,Bank Fees,Bank Fees
Senate District 34,"Gonzales, Julia",Democratic,6.29,8/1/21 0:00,"Google, Llc",Mountain View,CA,94043,Office Equipment & Supplies,
Senate District 34,"Gonzales, Julia",Democratic,0.2,8/1/21 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,
Senate District 34,"Gonzales, Julia",Democratic,21.3,8/12/21 0:00,Rosales Bakery,Denver,CO,80211,"Food, Beverages and Meals",Pan Dulce For Criminal Justice Meeting
Senate District 34,"Gonzales, Julia",Democratic,32.48,8/13/21 0:00,"Mailchimp C/O The Rocket Science Group, Llc",Atlanta,GA,30308,Office Equipment & Supplies,
Senate District 34,"Gonzales, Julia",Democratic,4.79,8/14/21 0:00,Awake Coffee Co.,Denver,CO,80211,"Food, Beverages and Meals",Coffee For Latino Caucus Tour
Senate District 34,"Gonzales, Julia",Democratic,2.97,8/15/21 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,
Senate District 34,"Gonzales, Julia",Democratic,145.8,8/23/21 0:00,Godaddy.Com,Scottsdale,AZ,85260,Office Equipment & Supplies,Website Renewal
Senate District 34,"Gonzales, Julia",Democratic,25.88,8/29/21 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,
Senate District 34,"Gonzales, Julia",Democratic,2,8/31/21 0:00,Firstbank,Denver,CO,80203,Bank Fees,
Senate District 34,"Gonzales, Julia",Democratic,6.29,9/1/21 0:00,"Google, Llc",Mountain View,CA,94043,Office Equipment & Supplies,
Senate District 34,"Gonzales, Julia",Democratic,6.92,9/12/21 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,
Senate District 34,"Gonzales, Julia",Democratic,32.48,9/13/21 0:00,"Mailchimp C/O The Rocket Science Group, Llc",Atlanta,GA,30308,Office Equipment & Supplies,
Senate District 34,"Gonzales, Julia",Democratic,2.97,9/19/21 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,
Senate District 34,"Gonzales, Julia",Democratic,3.95,9/26/21 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,
Senate District 34,"Gonzales, Julia",Democratic,2,9/30/21 0:00,Firstbank,Denver,CO,80203,Bank Fees,Bank Fee
Senate District 34,"Gonzales, Julia",Democratic,2.18,9/30/21 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,
Senate District 34,"Gonzales, Julia",Democratic,6,10/2/20 0:00,"Google, Llc",Mountain View,CA,94043,Office Equipment & Supplies,Website Hosting Fees
Senate District 34,"Gonzales, Julia",Democratic,1.98,10/11/20 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,
Senate District 34,"Gonzales, Julia",Democratic,31.28,10/14/20 0:00,"Mailchimp C/O The Rocket Science Group, Llc",Atlanta,GA,30308,Office Equipment & Supplies,Email Service
Senate District 34,"Gonzales, Julia",Democratic,3.95,10/25/20 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,
Senate District 34,"Gonzales, Julia",Democratic,0.2,10/28/20 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,
Senate District 34,"Gonzales, Julia",Democratic,400,10/29/20 0:00,Cultura Craft Chocolate,Denver,CO,80219,Contributions,Donation Of Chocolate And Sugar Skulls For Dõa De Los Muertos Event On Santa Fe Drive
Senate District 34,"Gonzales, Julia",Democratic,2,10/30/20 0:00,Efirstbank,Denver,CO,80203,Bank Fees,Business Card Fees
Senate District 34,"Gonzales, Julia",Democratic,6,11/2/20 0:00,"Google, Llc",Mountain View,CA,94043,Office Equipment & Supplies,Website Hosting
Senate District 34,"Gonzales, Julia",Democratic,32.33,11/16/20 0:00,"Mailchimp C/O The Rocket Science Group, Llc",Atlanta,GA,30308,Office Equipment & Supplies,Email Service
Senate District 34,"Gonzales, Julia",Democratic,0.2,11/29/20 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,
Senate District 34,"Gonzales, Julia",Democratic,2,11/30/20 0:00,Efirstbank,Denver,CO,80203,Bank Fees,Bank Card Fees
Senate District 34,"Gonzales, Julia",Democratic,6.26,12/2/20 0:00,"Google, Llc",Mountain View,CA,94043,Office Equipment & Supplies,Website Fees
Senate District 34,"Gonzales, Julia",Democratic,32.33,12/14/20 0:00,"Mailchimp C/O The Rocket Science Group, Llc",Atlanta,GA,30308,Office Equipment & Supplies,Email Service
Senate District 34,"Gonzales, Julia",Democratic,162.36,12/17/20 0:00,Zoom,San Jose,CA,95113,Office Equipment & Supplies,Zoom Account For Office
Senate District 34,"Gonzales, Julia",Democratic,0.2,12/27/20 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,
Senate District 34,"Gonzales, Julia",Democratic,2,12/31/20 0:00,Efirstbank,Denver,CO,80203,Bank Fees,Bank Card Fees
Senate District 34,"Gonzales, Julia",Democratic,6.29,1/3/22 0:00,"Google, Llc",Mountain View,CA,94043,Office Equipment & Supplies,Gmail Account
Senate District 34,"Gonzales, Julia",Democratic,3.37,1/9/22 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,
Senate District 34,"Gonzales, Julia",Democratic,32.48,1/14/22 0:00,"Mailchimp C/O The Rocket Science Group, Llc",Atlanta,GA,30308,Office Equipment & Supplies,
Senate District 34,"Gonzales, Julia",Democratic,34.57,1/16/22 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,
Senate District 34,"Gonzales, Julia",Democratic,44.43,1/18/22 0:00,Costco,Arvada,CO,80002,"Food, Beverages and Meals",Office Snacks
Senate District 34,"Gonzales, Julia",Democratic,750,1/19/22 0:00,Emily  Sandoval,Longmont,CO,80504,Consultant & Professional Services,
Senate District 34,"Gonzales, Julia",Democratic,640,1/20/22 0:00,Curt  Baker,Denver,CO,80206,Consultant & Professional Services,
Senate District 34,"Gonzales, Julia",Democratic,19.75,1/23/22 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,
Senate District 34,"Gonzales, Julia",Democratic,30,1/24/22 0:00,Dp Parking,Denver,CO,80202,Travel & Lodging,Parking For Event
Senate District 34,"Gonzales, Julia",Democratic,0.2,1/30/22 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,
Senate District 34,"Gonzales, Julia",Democratic,2,1/31/22 0:00,Firstbank,Denver,CO,80203,Bank Fees,
Senate District 34,"Gonzales, Julia",Democratic,6.29,2/3/22 0:00,"Google, Llc",Mountain View,CA,94043,Office Equipment & Supplies,
Senate District 34,"Gonzales, Julia",Democratic,206.87,2/6/22 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,
Senate District 34,"Gonzales, Julia",Democratic,700,2/9/22 0:00,Cercania Consulting,Englewood,CO,80111,Consultant & Professional Services,Communications Consulting
Senate District 34,"Gonzales, Julia",Democratic,37.53,2/13/22 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,
Senate District 34,"Gonzales, Julia",Democratic,35.64,2/14/22 0:00,"Mailchimp C/O The Rocket Science Group, Llc",Atlanta,GA,30308,Office Equipment & Supplies,
Senate District 34,"Gonzales, Julia",Democratic,10,2/17/22 0:00,Firstbank,Denver,CO,80203,Bank Fees,Bank Fees
Senate District 34,"Gonzales, Julia",Democratic,25.68,2/20/22 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,
Senate District 34,"Gonzales, Julia",Democratic,137.47,2/27/22 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,
Senate District 34,"Gonzales, Julia",Democratic,640,2/28/22 0:00,Curt  Baker,Denver,CO,80206,Consultant & Professional Services,
Senate District 34,"Gonzales, Julia",Democratic,2,2/28/22 0:00,Firstbank,Denver,CO,80203,Bank Fees,Bank Fees
Senate District 34,"Gonzales, Julia",Democratic,700,3/4/22 0:00,Cercania Consulting,Englewood,CO,80111,Consultant & Professional Services,Communications Consulting
Senate District 34,"Gonzales, Julia",Democratic,6.29,3/4/22 0:00,"Google, Llc",Mountain View,CA,94043,Office Equipment & Supplies,
Senate District 34,"Gonzales, Julia",Democratic,35.96,3/6/22 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,
Senate District 34,"Gonzales, Julia",Democratic,35.64,3/14/22 0:00,"Mailchimp C/O The Rocket Science Group, Llc",Atlanta,GA,30308,Office Equipment & Supplies,
Senate District 34,"Gonzales, Julia",Democratic,106.14,3/18/22 0:00,Ac Dbc Fs Pizza,Denver,CO,80209,"Food, Beverages and Meals",Dinner For Committee Members
Senate District 34,"Gonzales, Julia",Democratic,32.94,3/20/22 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,
Senate District 34,"Gonzales, Julia",Democratic,6.97,3/27/22 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,
Senate District 34,"Gonzales, Julia",Democratic,700,3/29/22 0:00,Cercania Consulting,Englewood,CO,80111,Consultant & Professional Services,Communications Consulting
Senate District 34,"Gonzales, Julia",Democratic,2,3/31/22 0:00,Firstbank,Denver,CO,80203,Bank Fees,Bank Fees
Senate District 34,"Gonzales, Julia",Democratic,3.95,4/3/22 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,
Senate District 34,"Gonzales, Julia",Democratic,6.29,4/4/22 0:00,"Google, Llc",Mountain View,CA,94043,Office Equipment & Supplies,
Senate District 34,"Gonzales, Julia",Democratic,0.4,4/10/22 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,
Senate District 34,"Gonzales, Julia",Democratic,35.64,4/14/22 0:00,"Mailchimp C/O The Rocket Science Group, Llc",Atlanta,GA,30308,Office Equipment & Supplies,
Senate District 34,"Gonzales, Julia",Democratic,55.48,4/17/22 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,Actblue Fees
Senate District 34,"Gonzales, Julia",Democratic,11.85,4/24/22 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,Actblue Fees
Senate District 34,"Gonzales, Julia",Democratic,6.29,10/4/21 0:00,"Google, Llc",Mountain View,CA,94043,Office Equipment & Supplies,
Senate District 34,"Gonzales, Julia",Democratic,32.32,10/8/21 0:00,King Soopers,Denver,CO,80222,Travel & Lodging,
Senate District 34,"Gonzales, Julia",Democratic,133.15,10/8/21 0:00,Best Western Plus Pueblo,Pueblo,CO,81008,Travel & Lodging,Travel For Latino Caucus Tour
Senate District 34,"Gonzales, Julia",Democratic,32.48,10/13/21 0:00,"Mailchimp C/O The Rocket Science Group, Llc",Atlanta,GA,30308,Office Equipment & Supplies,
Senate District 34,"Gonzales, Julia",Democratic,43.41,10/13/21 0:00,Safeway,Denver,CO,80211,Travel & Lodging,Travel To Breckenridge For Housing Colorado Summit
Senate District 34,"Gonzales, Julia",Democratic,33.58,10/17/21 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,Actblue Fees
Senate District 34,"Gonzales, Julia",Democratic,1.07,10/24/21 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,Actblue Fees
Senate District 34,"Gonzales, Julia",Democratic,2,10/29/21 0:00,Firstbank,Denver,CO,80203,Bank Fees,
Senate District 34,"Gonzales, Julia",Democratic,0.2,10/31/21 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,
Senate District 34,"Gonzales, Julia",Democratic,6.29,11/1/21 0:00,"Google, Llc",Mountain View,CA,94043,Office Equipment & Supplies,
Senate District 34,"Gonzales, Julia",Democratic,629.64,11/8/21 0:00,"Siteground Hosting, Inc",Alexandria,VA,22314,Office Equipment & Supplies,Website Hosting Renewal
Senate District 34,"Gonzales, Julia",Democratic,116.68,11/11/21 0:00,Gaylord Rockies Resort,Aurora,CO,80019,Travel & Lodging,Caucus Retreat
Senate District 34,"Gonzales, Julia",Democratic,32.48,11/13/21 0:00,"Mailchimp C/O The Rocket Science Group, Llc",Atlanta,GA,30308,Office Equipment & Supplies,Email Service
Senate District 34,"Gonzales, Julia",Democratic,6,11/17/21 0:00,Intercontinental Miami,Miami,FL,33131,"Food, Beverages and Meals",Meal During Board Of Latino Legislative Leaders Conference
Senate District 34,"Gonzales, Julia",Democratic,3.95,11/21/21 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,
Senate District 34,"Gonzales, Julia",Democratic,17.07,11/28/21 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,
Senate District 34,"Gonzales, Julia",Democratic,2,11/30/21 0:00,Firstbank,Denver,CO,80203,Bank Fees,
Senate District 34,"Gonzales, Julia",Democratic,6.29,12/1/21 0:00,"Google, Llc",Mountain View,CA,94043,Office Equipment & Supplies,Email Service
Senate District 34,"Gonzales, Julia",Democratic,53.75,12/5/21 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,
Senate District 34,"Gonzales, Julia",Democratic,4.24,12/6/21 0:00,The Alexandrian,Alexandria,VA,22314,"Food, Beverages and Meals",Food During Ncsl Emerging Leaders Conference
Senate District 34,"Gonzales, Julia",Democratic,51.84,12/12/21 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,
Senate District 34,"Gonzales, Julia",Democratic,32.48,12/13/21 0:00,"Mailchimp C/O The Rocket Science Group, Llc",Atlanta,GA,30308,Office Equipment & Supplies,Email Service
Senate District 34,"Gonzales, Julia",Democratic,163.11,12/16/21 0:00,Zoom,San Jose,CA,95113,Office Equipment & Supplies,Annual Zoom Account Renewal
Senate District 34,"Gonzales, Julia",Democratic,7.9,12/19/21 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,
Senate District 34,"Gonzales, Julia",Democratic,1500,12/30/21 0:00,Senate Democratic Caucus Fund,Denver,CO,80203,Other,Caucus Dues
Senate District 34,"Gonzales, Julia",Democratic,3350,12/30/21 0:00,Colorado Democratic Party,Denver,CO,80203,Contributions,Dues
Senate District 34,"Gonzales, Julia",Democratic,2,12/31/21 0:00,Firstbank,Denver,CO,80203,Bank Fees,
