District,candidate,Party,expenditure_amount,expenditure_date,recipient,city,state,zip,expenditure_type,explanation
Senate District 09,"Lundeen, Paul",Republican,120,10/1/21 0:00,Trail Blazer,Greenwood Village,CO,80111,Other,7410 ∑ General Consultants
Senate District 09,"Lundeen, Paul",Republican,3.5,10/1/21 0:00,,,,,Other,7657 ∑ Vehicle Tolls And Parking
Senate District 09,"Lundeen, Paul",Republican,120,10/5/21 0:00,Trail Blazer,Greenwood Village,CO,80111,Other,7410 ∑ General Consultants
Senate District 09,"Lundeen, Paul",Republican,89.53,10/13/21 0:00,Handwrytten,Phoenix,AZ,85014,Other,7214 ∑ Office Supplies
Senate District 09,"Lundeen, Paul",Republican,73.73,10/14/21 0:00,Conoco,Castle Rock,CO,80108,Other,7652 ∑ Vehicle Gas
Senate District 09,"Lundeen, Paul",Republican,1052.5,11/4/21 0:00,"Sws Polifi, Llc",Fort Lupton,CO,80621,Other,7520 ∑ Accounting Fees
Senate District 09,"Lundeen, Paul",Republican,20.1,11/9/21 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,300,11/10/21 0:00,Robert  Huff,Memphis,TN,38168,Other,6221 ∑ Printing
Senate District 09,"Lundeen, Paul",Republican,120,11/30/21 0:00,Trail Blazer,Greenwood Village,CO,80111,Other,7410 ∑ General Consultants
Senate District 09,"Lundeen, Paul",Republican,3500,12/6/21 0:00,The Strategy Firm Llc,Monument,CO,80132,Other,7410 ∑ General Consultants
Senate District 09,"Lundeen, Paul",Republican,400,1/22/19 0:00,Colorado Senate Republicans,Denver,CO,80203,Miscellaneous,Caucus Dues
Senate District 09,"Lundeen, Paul",Republican,250,1/29/19 0:00,National Western Junior Livestock Show,Denver,CO,80216,Contributions,
Senate District 09,"Lundeen, Paul",Republican,250,1/30/19 0:00,Voter Vac,Colorado Springs,CO,80903,Advertising,
Senate District 09,"Lundeen, Paul",Republican,1.3,2/15/19 0:00,Anedot,Baton Rouge,LA,70808,Bank Fees,
Senate District 09,"Lundeen, Paul",Republican,750,2/26/19 0:00,The Strategy Firm Llc,Brighton,CO,80601,Consultant & Professional Services,
Senate District 09,"Lundeen, Paul",Republican,59,3/19/19 0:00,Nationbuilder,Los Angeles,CA,90071,Fundraising Expenses,
Senate District 09,"Lundeen, Paul",Republican,145.94,3/19/19 0:00,Rocky Mountain Pro,Denver,CO,80021,Miscellaneous,Apparrel
Senate District 09,"Lundeen, Paul",Republican,348.23,3/19/19 0:00,King Sooper,Colorado Springs,CO,80921,"Food, Beverages and Meals",
Senate District 09,"Lundeen, Paul",Republican,750,3/25/19 0:00,The Strategy Firm Llc,Brighton,CO,80601,Consultant & Professional Services,
Senate District 09,"Lundeen, Paul",Republican,45,3/28/19 0:00,Cardmember Services,Carol Stream,IL,60197,Bank Fees,
Senate District 09,"Lundeen, Paul",Republican,75,4/9/19 0:00,Shelby  Woods,Littleton,CO,80129,Miscellaneous,Parking
Senate District 09,"Lundeen, Paul",Republican,330,4/9/19 0:00,Travis  Thomas,Littleton,CO,80129,Miscellaneous,
Senate District 09,"Lundeen, Paul",Republican,34,4/9/19 0:00,Matthew  Leland,Colorado Springs,CO,80920,Miscellaneous,Parking
Senate District 09,"Lundeen, Paul",Republican,194.51,4/15/19 0:00,Chase Card Service,Palatine,IL,60094,Fundraising Expenses,
Senate District 09,"Lundeen, Paul",Republican,150,4/17/19 0:00,"Sws Polifi, Llc",Fort Lupton,CO,80621,Consultant & Professional Services,
Senate District 09,"Lundeen, Paul",Republican,5.35,5/1/19 0:00,,,,,"Food, Beverages and Meals",
Senate District 09,"Lundeen, Paul",Republican,59,5/2/19 0:00,Nationbuilder,Los Angeles,CA,90071,Fundraising Expenses,
Senate District 09,"Lundeen, Paul",Republican,4.2,5/2/19 0:00,,,,,"Food, Beverages and Meals",
Senate District 09,"Lundeen, Paul",Republican,115.51,5/3/19 0:00,Rocky Mountain Pro,Denver,CO,80021,Miscellaneous,Apparell
Senate District 09,"Lundeen, Paul",Republican,36.72,5/3/19 0:00,Chipolte,Denver,CO,80401,"Food, Beverages and Meals",
Senate District 09,"Lundeen, Paul",Republican,400,5/6/19 0:00,Jared  Fontaine,Colorado Springs,CO,80904,Consultant & Professional Services,
Senate District 09,"Lundeen, Paul",Republican,48.37,5/7/19 0:00,Ups Store,Monument,CO,80132,Miscellaneous,Shipping
Senate District 09,"Lundeen, Paul",Republican,1500,5/8/19 0:00,The Strategy Firm,Brighton,CO,80601,Consultant & Professional Services,
Senate District 09,"Lundeen, Paul",Republican,200,6/6/19 0:00,William  Mutch,Colorado Springs,CO,80907,Consultant & Professional Services,
Senate District 09,"Lundeen, Paul",Republican,9.49,6/30/19 0:00,Anedot,Baton Rouge,LA,70808,Bank Fees,
Senate District 09,"Lundeen, Paul",Republican,150,7/8/19 0:00,"Sws Polifi, Llc",Fort Lupton,CO,80621,Other,7520 ∑ Accounting Fees
Senate District 09,"Lundeen, Paul",Republican,400,7/25/19 0:00,El Paso County Republican Central Committee,Colorado Springs,CO,80919,Other,5140 ∑ Event Food & Beverage
Senate District 09,"Lundeen, Paul",Republican,1500,7/29/19 0:00,The Strategy Firm Llc,Monument,CO,80132,Other,7410 ∑ General Consultants
Senate District 09,"Lundeen, Paul",Republican,59,8/5/19 0:00,Nationbuilder,Los Angelas,CA,90071,Other,6580 ∑ Voter Data
Senate District 09,"Lundeen, Paul",Republican,120,8/5/19 0:00,Tri-Lakes Printing,Monument,CO,80132,Other,6211 ∑ Printing
Senate District 09,"Lundeen, Paul",Republican,750,8/26/19 0:00,The Strategy Firm Llc,Monument,CO,80132,Consultant & Professional Services,
Senate District 09,"Lundeen, Paul",Republican,8.1,9/18/19 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,58.93,9/18/19 0:00,Nationbuilder,Los Angelas,CA,90071,Other,6410 ∑ Registration & Hosting
Senate District 09,"Lundeen, Paul",Republican,8.1,9/19/19 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,20.1,9/23/19 0:00,Anedot,Baton Rouge,LA,70808,Bank Fees,
Senate District 09,"Lundeen, Paul",Republican,4.2,9/24/19 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,15.9,9/30/19 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,750,9/30/19 0:00,The Strategy Firm Llc,Monument,CO,80132,Other,7410 ∑ General Consultants
Senate District 09,"Lundeen, Paul",Republican,750,12/4/18 0:00,The Strategy Firm Llc,Brighton,CO,80601,Consultant & Professional Services,
Senate District 09,"Lundeen, Paul",Republican,150,12/11/18 0:00,"Sws Polifi, Llc",Fort Lupton,CO,80621,Consultant & Professional Services,
Senate District 09,"Lundeen, Paul",Republican,750,12/27/18 0:00,The Strategy Firm Llc,Brighton,CO,80601,Consultant & Professional Services,
Senate District 09,"Lundeen, Paul",Republican,35.64,12/31/18 0:00,Staples,Colorado Springs,CO,80922,Office Equipment & Supplies,
Senate District 09,"Lundeen, Paul",Republican,136.67,1/2/20 0:00,Lulu'S Frozen Yogurt,Colorado Springs,CO,80920,Other,5140 ∑ Event Food & Beverage
Senate District 09,"Lundeen, Paul",Republican,4.2,1/3/20 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,56.3,1/6/20 0:00,Us Postoffice,Monument,CO,8012,Other,6223 ∑ Postage
Senate District 09,"Lundeen, Paul",Republican,4.2,1/7/20 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,400,1/7/20 0:00,Senate Republicans,Denver,CO,80203,Other,7218 ∑ Dues And Subscriptions
Senate District 09,"Lundeen, Paul",Republican,2,1/7/20 0:00,,,,,Other,7657 ∑ Vehicle Tolls And Parking
Senate District 09,"Lundeen, Paul",Republican,35.64,1/8/20 0:00,The University Club,Denver,CO,80203,Other,6890 ∑ Other Meeting Expense
Senate District 09,"Lundeen, Paul",Republican,96,1/9/20 0:00,Squarespace,San Francisco,CA,94103,Other,7213 ∑ Office Furniture & Equipment
Senate District 09,"Lundeen, Paul",Republican,352.06,1/13/20 0:00,"Sws Polifi, Llc",Fort Lupton,CO,80621,Other,7520 ∑ Accounting Fees
Senate District 09,"Lundeen, Paul",Republican,29.99,1/15/20 0:00,Mailchimp,Atlanta,GA,30308,Other,7350 ∑ Email Service
Senate District 09,"Lundeen, Paul",Republican,74.5,1/17/20 0:00,Colorado Politics,Denver,CO,80203,Other,7218 ∑ Dues And Subscriptions
Senate District 09,"Lundeen, Paul",Republican,219.8,1/17/20 0:00,Mailchimp,Atlanta,GA,30308,Other,7350 ∑ Email Service
Senate District 09,"Lundeen, Paul",Republican,8.3,1/17/20 0:00,Nationbuilder,Los Angelas,CA,90071,Other,6580 ∑ Voter Data
Senate District 09,"Lundeen, Paul",Republican,1.28,1/21/20 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,750,1/24/20 0:00,The Strategy Firm Llc,Monument,CO,80132,Other,7410 ∑ General Consultants
Senate District 09,"Lundeen, Paul",Republican,8.3,2/1/20 0:00,Nationbuilder,Los Angelas,CA,90071,Other,6410 ∑ Registration & Hosting
Senate District 09,"Lundeen, Paul",Republican,5.09,2/12/20 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,20,2/12/20 0:00,Senate Services,Denver,CO,80203,Other,8100 ∑ Gifts & Donations
Senate District 09,"Lundeen, Paul",Republican,10.17,2/20/20 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,39.12,2/20/20 0:00,Fork And Spoon,Denver,CO,80203,Other,6890 ∑ Other Meeting Expense
Senate District 09,"Lundeen, Paul",Republican,6.66,2/21/20 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,0.94,2/25/20 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,64.76,2/26/20 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,750,2/26/20 0:00,The Strategy Firm Llc,Monument,CO,80132,Other,7410 ∑ General Consultants
Senate District 09,"Lundeen, Paul",Republican,16.9,2/27/20 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,0.94,2/29/20 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,1.88,2/29/20 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,10.76,3/1/20 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,1.88,3/2/20 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,8.3,3/2/20 0:00,Nationbuilder,Los Angelas,CA,90071,Other,6580 ∑ Voter Data
Senate District 09,"Lundeen, Paul",Republican,6.62,3/2/20 0:00,,,,,Other,5190 ∑ Other Event Expense
Senate District 09,"Lundeen, Paul",Republican,2.22,3/4/20 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,41.49,3/15/20 0:00,Chase Card Services,Carol Stream,IL,60197,Other,7820 ∑ Merchant Account Fees
Senate District 09,"Lundeen, Paul",Republican,219.8,3/15/20 0:00,Mailchimp,Atlanta,GA,30308,Other,7350 ∑ Email Service
Senate District 09,"Lundeen, Paul",Republican,12,3/25/20 0:00,Broadmoor Parking,Colorado Springs,CO,80906,Other,7229 ∑ Parking Expense
Senate District 09,"Lundeen, Paul",Republican,45,3/25/20 0:00,Chase Card Services,Carol Stream,IL,60197,Other,7218 ∑ Dues And Subscriptions
Senate District 09,"Lundeen, Paul",Republican,29.78,3/25/20 0:00,Fork And Spoon,Denver,CO,80203,Other,6890 ∑ Other Meeting Expense
Senate District 09,"Lundeen, Paul",Republican,750,3/25/20 0:00,The Strategy Firm Llc,Monument,CO,80132,Other,7410 ∑ General Consultants
Senate District 09,"Lundeen, Paul",Republican,59,4/2/20 0:00,Nationbuilder,Los Angelas,CA,90071,Miscellaneous,
Senate District 09,"Lundeen, Paul",Republican,153.52,4/15/20 0:00,Mailchimp,Atlanta,GA,30308,Fundraising Expenses,
Senate District 09,"Lundeen, Paul",Republican,3.23,4/15/20 0:00,Anedot,New Orleans,LA,70112,Bank Fees,
Senate District 09,"Lundeen, Paul",Republican,750,4/25/20 0:00,The Strategy Firm Llc,Brighton,CO,80601,Consultant & Professional Services,
Senate District 09,"Lundeen, Paul",Republican,8.3,5/9/20 0:00,Nationbuilder,Los Angelas,CA,90071,Miscellaneous,
Senate District 09,"Lundeen, Paul",Republican,49.97,5/9/20 0:00,Mailchimp,Atlanta,GA,30308,Fundraising Expenses,
Senate District 09,"Lundeen, Paul",Republican,158.36,5/25/20 0:00,Sws Polifi Llc,Fort Lupton,CO,80621,Consultant & Professional Services,
Senate District 09,"Lundeen, Paul",Republican,8.3,6/1/20 0:00,Nationbuilder,Los Angelas,CA,90071,Miscellaneous,
Senate District 09,"Lundeen, Paul",Republican,49.97,6/1/20 0:00,Mailchimp,Atlanta,GA,30308,Fundraising Expenses,
Senate District 09,"Lundeen, Paul",Republican,36.34,7/1/20 0:00,Godaddy,Scottsdale,AZ,85260,Other,6490 ∑ Other Website Expense
Senate District 09,"Lundeen, Paul",Republican,49.97,7/1/20 0:00,Mailchimp,Atlanta,GA,30308,Other,7350 ∑ Email Service
Senate District 09,"Lundeen, Paul",Republican,8.3,7/1/20 0:00,Nationbuilder,Los Angelas,CA,90071,Other,6580 ∑ Voter Data
Senate District 09,"Lundeen, Paul",Republican,15,7/1/20 0:00,,,,,Other,6590 ∑ Other Research Expense
Senate District 09,"Lundeen, Paul",Republican,3.23,7/5/20 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,150,7/6/20 0:00,"Sws Polifi, Llc",Fort Lupton,CO,80621,Other,7520 ∑ Accounting Fees
Senate District 09,"Lundeen, Paul",Republican,4.2,7/28/20 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,4.2,8/3/20 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,36.54,8/6/20 0:00,Godaddy,Scottsdale,AZ,85260,Other,6410 ∑ Registration & Hosting
Senate District 09,"Lundeen, Paul",Republican,88.43,8/6/20 0:00,Mailchimp,Atlanta,GA,30308,Other,7350 ∑ Email Service
Senate District 09,"Lundeen, Paul",Republican,8.3,8/6/20 0:00,Nationbuilder,Los Angelas,CA,90071,Other,6580 ∑ Voter Data
Senate District 09,"Lundeen, Paul",Republican,8.3,8/30/20 0:00,Nationbuilder,Los Angelas,CA,90071,Other,6580 ∑ Voter Data
Senate District 09,"Lundeen, Paul",Republican,15.9,9/2/20 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,49.91,9/3/20 0:00,Mailchimp,Atlanta,GA,30308,Other,7350 ∑ Email Service
Senate District 09,"Lundeen, Paul",Republican,15,9/3/20 0:00,The Colorado Sun,Denver,CO,80202,Other,7218 ∑ Dues And Subscriptions
Senate District 09,"Lundeen, Paul",Republican,120,9/3/20 0:00,Trail Blazer,Greenwood Village,CO,80111,Other,7410 ∑ General Consultants
Senate District 09,"Lundeen, Paul",Republican,295,9/3/20 0:00,Trail Blazer,Greenwood Village,CO,80111,Other,7410 ∑ General Consultants
Senate District 09,"Lundeen, Paul",Republican,1.28,9/21/20 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,8.3,10/2/19 0:00,Nationbuilder,Los Angelas,CA,90071,Other,6580 ∑ Voter Data
Senate District 09,"Lundeen, Paul",Republican,42.34,10/10/19 0:00,Godaddy,Scottsdale,AZ,85260,Other,6400 ∑ Website Expense
Senate District 09,"Lundeen, Paul",Republican,8.3,10/10/19 0:00,Nationbuilder,Los Angelas,CA,90071,Other,6410 ∑ Registration & Hosting
Senate District 09,"Lundeen, Paul",Republican,24.77,10/15/19 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,29.99,10/15/19 0:00,Mailchimp,Atlanta,GA,30308,Other,7350 ∑ Email Service
Senate District 09,"Lundeen, Paul",Republican,300,10/15/19 0:00,"Sws Polifi, Llc",Fort Lupton,CO,80621,Other,7520 ∑ Accounting Fees
Senate District 09,"Lundeen, Paul",Republican,7.59,10/16/19 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,750,10/17/19 0:00,The Strategy Firm Llc,Monument,CO,80132,Other,7410 ∑ General Consultants
Senate District 09,"Lundeen, Paul",Republican,0.69,10/18/19 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,12,10/22/19 0:00,,,,,Other,7657 ∑ Vehicle Tolls And Parking
Senate District 09,"Lundeen, Paul",Republican,4.2,10/27/19 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,750,10/27/19 0:00,The Strategy Firm Llc,Monument,CO,80132,Other,7410 ∑ General Consultants
Senate District 09,"Lundeen, Paul",Republican,14.55,10/28/19 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,26.48,10/29/19 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,4.2,10/30/19 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,15.9,10/31/19 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,4.2,11/5/19 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,50,11/5/19 0:00,Colorado Secretary Of State,Denver,CO,80290,Other,"7790 ∑ Other Insur, Tax & Fees"
Senate District 09,"Lundeen, Paul",Republican,1.5,11/15/19 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,4.2,11/17/19 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,4.2,11/24/19 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,750,12/2/19 0:00,The Strategy Firm Llc,Monument,CO,80132,Other,7410 ∑ General Consultants
Senate District 09,"Lundeen, Paul",Republican,31.8,12/18/19 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,219.8,12/19/19 0:00,Mailchimp,Atlanta,GA,30308,Other,7350 ∑ Email Service
Senate District 09,"Lundeen, Paul",Republican,8.3,12/19/19 0:00,Nationbuilder,Los Angelas,CA,90071,Other,6410 ∑ Registration & Hosting
Senate District 09,"Lundeen, Paul",Republican,6.75,12/19/19 0:00,,,,,Other,7657 ∑ Vehicle Tolls And Parking
Senate District 09,"Wilson, Lynda Zamora",Republican,95.88,4/13/22 0:00,Iplum,Santa Clara,CA,95052-6047,Telephone,"Candidate Paid For Phone Service.
See Corresponding Contribution."
Senate District 09,"Wilson, Lynda Zamora",Republican,13.12,4/16/22 0:00,Providence Engraving Llc,Tarpon Springs,FL,34689,Other,"Candidate Paid For Badges.
See Corresponding Contribution."
Senate District 09,"Dougherty, Arik",Democratic,79,4/4/22 0:00,United States Postal Service,Monument,CO,80132,Rent & Utilities,Po Box Rental
Senate District 09,"Dougherty, Arik",Democratic,500,4/20/22 0:00,Colorado Democratic Party,Denver,CO,80203,Miscellaneous,Van Access
Senate District 11,"Avila, Yolanda",Democratic,50,1/7/22 0:00,Raven Stealing Light Photography,Colo Spgs,CO,80919,Consultant & Professional Services,Photo Shoot
Senate District 11,"Avila, Yolanda",Democratic,499.99,1/16/22 0:00,Actblue Techinical Services,Somerville,MA,2144,Fundraising Expenses,Contribution Processing Fees For This Reporting Period
Senate District 11,"Avila, Yolanda",Democratic,25.29,1/16/22 0:00,Karin B White,Colo Spgs,CO,80919,Office Equipment & Supplies,"Logo Return Address Stamp, Masks"
Senate District 11,"Avila, Yolanda",Democratic,156,1/18/22 0:00,Usps,Colo Spgs,CO,80919,Other,First Class And Postcard Stamps
Senate District 11,"Avila, Yolanda",Democratic,16.11,1/23/22 0:00,Karin B White,Colo Spgs,CO,80919,Office Equipment & Supplies,Clipboards
Senate District 11,"Avila, Yolanda",Democratic,126.39,1/28/22 0:00,Cheetah Printing And Design Inc,Colo Spgs,CO,80915,Other,Business Cards
Senate District 11,"Avila, Yolanda",Democratic,40,2/3/22 0:00,City Of Colorado Springs - Development Review Enterpris,Colo Spgs,CO,80910,Other,Yard Sign Permit Fee
Senate District 11,"Avila, Yolanda",Democratic,82.98,2/12/22 0:00,Karin B White,Colo Spgs,CO,80919,"Food, Beverages and Meals",Supplies And Refreshments For Open House
Senate District 11,"Avila, Yolanda",Democratic,105,2/22/22 0:00,Harold  Cunningham,Colo Spgs,CO,80908,Other,Reimbursement For Purchase Of Campaign Banner For Events
Senate District 11,"Avila, Yolanda",Democratic,34.59,2/24/22 0:00,Karin B White,Colo Spgs,CO,80919,Office Equipment & Supplies,Printer Paper And Ink
Senate District 11,"Avila, Yolanda",Democratic,5470.11,2/25/22 0:00,C & D Printing And Mailing,Denver,CO,80212,Other,Commit To Caucus Mailers
Senate District 11,"Avila, Yolanda",Democratic,5,2/28/22 0:00,,,,,Miscellaneous,Venmo Test-Gas Reimbursement
Senate District 11,"Avila, Yolanda",Democratic,240,3/5/22 0:00,Sharmely  Lopez,Colo Spgs,CO,80918,Consultant & Professional Services,Campaign Intern
Senate District 11,"Avila, Yolanda",Democratic,180,3/6/22 0:00,Mia  Matteucci,Winchester,MA,1890,Consultant & Professional Services,Campaign Intern
Senate District 11,"Avila, Yolanda",Democratic,116,3/10/22 0:00,Usps,Colo Spgs,CO,80919,Other,Stamps
Senate District 11,"Avila, Yolanda",Democratic,95.77,3/15/22 0:00,Karin B White,Colo Spgs,CO,80919,Other,Postcards For Delegates
Senate District 11,"Avila, Yolanda",Democratic,75,3/17/22 0:00,El Paso County Democratic Party,Colorado Springs,CO,80905,Advertising,"Slides, Expo Booth At County Assembly"
Senate District 11,"Avila, Yolanda",Democratic,37.1,3/19/22 0:00,Karin B White,Colo Spgs,CO,80919,"Food, Beverages and Meals",Breakfast For Assembly Participants
Senate District 11,"Avila, Yolanda",Democratic,63.84,3/19/22 0:00,Leon Gessi Pizza,Colo Spgs,CO,80909,"Food, Beverages and Meals",Dinner For Assembly Participants
Senate District 11,"Avila, Yolanda",Democratic,266.17,3/20/22 0:00,Leroy  Rivera,Colo Spgs,CO,80910,Travel & Lodging,Gas Reimbursement For Campaign Related Travel
Senate District 11,"Avila, Yolanda",Democratic,160,4/3/22 0:00,Sharmely  Lopez,Colo Spgs,CO,80918,Consultant & Professional Services,Campaign Intern
Senate District 11,"Avila, Yolanda",Democratic,2500,4/3/22 0:00,Karin B White,Colo Spgs,CO,80919,Consultant & Professional Services,Treasurer'S Stipend Nov 2021 - March 2022
Senate District 11,"Avila, Yolanda",Democratic,108.2,4/4/22 0:00,Beverly  Ard-Smith,Colo Spgs,CO,80903,Other,Reimbursement For Printing Costs At Copy Expert
Senate District 11,"Avila, Yolanda",Democratic,385,4/4/22 0:00,Dawn Barnhart Design,Denver,CO,80206,Advertising,Website Updates - January - April
Senate District 11,"Avila, Yolanda",Democratic,70,4/6/22 0:00,Mia  Matteucci,Winchester,MA,1890,Consultant & Professional Services,Campaign Intern
Senate District 11,"Avila, Yolanda",Democratic,35,4/17/22 0:00,Mia  Matteucci,Winchester,MA,1890,Consultant & Professional Services,Campaign Intern
Senate District 11,"Avila, Yolanda",Democratic,120,4/25/22 0:00,Sharmely  Lopez,Colo Spgs,CO,80918,Consultant & Professional Services,Campaign Intern
Senate District 11,"Avila, Yolanda",Democratic,75.14,4/27/22 0:00,Leroy  Rivera,Colo Spgs,CO,80910,Travel & Lodging,Gas Reimbursement For Campaign Related Travel
Senate District 11,"Avila, Yolanda",Democratic,50,4/27/22 0:00,Silver Key Senior Service,Colo Spgs,CO,80916,Rent & Utilities,Donation To Rent Space For Campaign Kickoff Event
Senate District 11,"Avila, Yolanda",Democratic,144.02,4/27/22 0:00,Tallon  Clancy,Colo Spgs,CO,80910,Other,"Flyers, Dishware, And Beverages For Campaign Kickoff"
Senate District 11,"Avila, Yolanda",Democratic,40.77,4/27/22 0:00,Jacqueline  Jaramillo,Colo Spgs,CO,80905,Other,Decorations For Campaign Kickoff
Senate District 11,"Avila, Yolanda",Democratic,350,4/27/22 0:00,Moni  Hernandez,Colo Spgs,CO,80916,"Food, Beverages and Meals",Food And Beverage For Campaign Kickoff
Senate District 11,"Avila, Yolanda",Democratic,128,11/16/21 0:00,Yolanda L Avila,Colo Spgs,CO,80910,Rent & Utilities,Pro-Rated Po Box Rental
Senate District 11,"Avila, Yolanda",Democratic,53.53,11/23/21 0:00,Karin B White,Colo Spgs,CO,80919,Other,Postcard Stock And Stamps For Ty Notes
Senate District 11,"Avila, Yolanda",Democratic,500,12/12/21 0:00,El Paso County Democratic Party,Colorado Springs,CO,80905,Advertising,Silver Sponsorship At El Paso County Gala To Include A Full Page Ad
Senate District 11,"Avila, Yolanda",Democratic,350.06,12/16/21 0:00,C & D Printing And Mailing,Denver,CO,80212,Fundraising Expenses,Thank You Postcards And Donation Envelopes
Senate District 11,"Avila, Yolanda",Democratic,500,12/24/21 0:00,Colorado Democratic Party,Denver,CO,80203,Other,Van Voter File Access For Sd11
Senate District 11,"Avila, Yolanda",Democratic,304.07,12/31/21 0:00,Actblue Techinical Services,Somerville,MA,2144,Fundraising Expenses,Fees For This Reporting Period
Senate District 11,"Avila, Yolanda",Democratic,400,12/31/21 0:00,Dawn  Barnhart,Denver,CO,80206,Consultant & Professional Services,Website Updates
Senate District 11,"Avila, Yolanda",Democratic,100,12/31/21 0:00,Dawn Barnhart Design,Denver,CO,80206,Consultant & Professional Services,Website Updates
Senate District 11,"Avila, Yolanda",Democratic,125,12/31/21 0:00,Js Web Solutions,Idaho Falls,ID,83402,Consultant & Professional Services,Website Updates
Senate District 11,"Exum, Thomas",Democratic,89.95,1/2/22 0:00,U-Haul Moving & Storage,Colorado Springs,CO,80909,Rent & Utilities,
Senate District 11,"Exum, Thomas",Democratic,98,1/3/22 0:00,Usps,Colorado Springs,CO,80910,Office Equipment & Supplies,
